state_abbr,state,county,fips,population,obesity,diabetes,inactivity
NM,New Mexico,Guadalupe,35019,"4,292",36.8,16.5,33.2
IN,Indiana,Shelby,18145,"45,231",41.2,13.9,26.2
VA,Virginia,Surry,51181,"6,593",39.9,17.3,29.2
WV,West Virginia,Tucker,54093,"6,604",39.3,16.9,33.3
ND,North Dakota,Burke,38013,"2,134",37.3,11.1,22.6
MI,Michigan,Lapeer,26087,"88,977",35.5,11.9,25.5
TX,Texas,Eastland,48133,"18,037",35.5,14.1,29.8
MO,Missouri,Taney,29213,"56,775",35.7,13.3,31.0
MT,Montana,Silver Bow,30093,"36,360",32.3,10.2,22.0
TN,Tennessee,Clay,47027,"7,714",39.9,17.8,34.2
MN,Minnesota,Cass,27021,"31,446",36.9,14.2,28.1
ID,Idaho,Oneida,16071,"4,953",31.9,10.5,22.4
MI,Michigan,Delta,26041,"36,790",39.9,13.8,26.8
IN,Indiana,Adams,18001,"36,288",41.7,14.1,28.2
TX,Texas,Parker,48367,"173,494",35.5,10.7,23.4
KS,Kansas,Ottawa,20143,"5,818",38.3,12.2,27.0
IA,Iowa,Clinton,19045,"46,158",39.3,12.7,27.5
WA,Washington,Wahkiakum,53069,"4,765",39.1,14.7,21.7
MN,Minnesota,Scott,27139,"155,814",32.0,9.4,22.6
TX,Texas,Ellis,48139,"222,829",37.2,11.6,25.8
NE,Nebraska,Otoe,31131,"16,335",40.7,11.9,27.3
SD,South Dakota,Gregory,46053,"4,018",35.9,14.1,27.0
KS,Kansas,Phillips,20147,"4,761",40.5,13.6,29.9
GA,Georgia,Sumter,13261,"28,890",39.5,16.7,32.9
OK,Oklahoma,Johnston,40069,"10,216",39.4,15.3,36.9
OK,Oklahoma,Logan,40083,"53,029",40.2,12.0,28.8
DE,Delaware,New Castle,10003,"578,592",33.4,12.2,25.5
MS,Mississippi,Walthall,28147,"13,863",43.1,17.8,37.7
MN,Minnesota,Grant,27051,"6,139",39.7,12.7,26.7
KS,Kansas,Brown,20013,"9,250",39.6,13.5,29.3
OH,Ohio,Mercer,39107,"42,439",36.3,12.1,27.5
IN,Indiana,Marshall,18099,"46,352",43.2,14.0,28.8
NE,Nebraska,Colfax,31037,"10,566",38.8,13.2,32.3
VA,Virginia,Giles,51071,"16,457",36.1,13.8,27.1
MT,Montana,Prairie,30079,"1,112",33.5,16.2,30.9
VA,Virginia,Franklin,51067,"55,549",34.8,15.1,27.3
AL,Alabama,Lee,01081,"183,215",38.4,12.5,25.0
NC,North Carolina,Burke,37023,"88,338",36.8,13.8,28.4
OK,Oklahoma,Atoka,40005,"14,525",40.3,14.6,34.7
SD,South Dakota,McCook,46087,"5,809",36.1,11.0,22.9
TX,Texas,Callahan,48059,"14,374",36.2,13.2,26.5
CO,Colorado,Summit,08117,"30,465",24.4,7.9,15.3
TX,Texas,Austin,48015,"31,677",37.3,14.7,30.1
AL,Alabama,Escambia,01053,"36,558",43.9,18.5,35.7
MO,Missouri,Clay,29047,"259,772",37.4,10.8,24.5
MS,Mississippi,Wilkinson,28157,"8,058",47.4,20.6,41.8
KS,Kansas,McPherson,20113,"30,091",37.0,10.5,26.5
CO,Colorado,Crowley,08025,"5,636",31.7,11.0,25.2
AR,Arkansas,Mississippi,05093,"38,663",46.6,15.2,36.7
IL,Illinois,McHenry,17111,"312,800",32.1,10.5,20.9
FL,Florida,Indian River,12061,"169,795",26.6,14.3,25.0
WA,Washington,Kitsap,53035,"277,658",31.8,9.8,16.7
VA,Virginia,Alleghany,51005,"14,595",39.0,15.1,28.4
GA,Georgia,Atkinson,13003,"8,293",44.0,18.0,39.9
VT,Vermont,Essex,50009,"6,010",34.2,12.5,27.0
MT,Montana,Meagher,30059,"2,071",32.3,12.5,23.7
AR,Arkansas,Yell,05149,"20,044",42.0,14.7,35.5
WI,Wisconsin,Sauk,55111,"65,920",40.4,12.3,29.8
ND,North Dakota,Dunn,38025,"4,019",36.7,11.5,24.0
NE,Nebraska,Wayne,31179,"9,874",37.3,9.7,25.2
AL,Alabama,Randolph,01111,"22,786",37.8,16.1,30.0
ND,North Dakota,Pierce,38069,"3,902",40.7,12.1,25.8
AR,Arkansas,Baxter,05005,"42,875",37.7,15.0,33.4
IL,Illinois,Henderson,17071,"6,088",38.6,14.1,25.8
NY,New York,Lewis,36049,"26,548",40.9,11.8,27.8
GA,Georgia,Brantley,13025,"18,401",39.0,14.4,32.6
TX,Texas,Galveston,48167,"361,744",34.0,12.3,25.4
AR,Arkansas,Pulaski,05119,"400,009",40.5,12.9,29.1
TN,Tennessee,Bedford,47003,"53,055",44.4,13.5,29.6
AR,Arkansas,Greene,05055,"46,743",42.3,12.5,35.0
WV,West Virginia,Gilmer,54021,"7,254",42.9,15.5,34.8
MI,Michigan,Branch,26023,"45,215",36.0,13.3,28.2
TX,Texas,Wharton,48481,"41,739",40.0,15.0,32.1
NM,New Mexico,San Miguel,35047,"26,668",37.3,17.1,31.7
MO,Missouri,Greene,29077,"304,611",36.7,11.0,26.1
OH,Ohio,Williams,39171,"36,591",40.6,14.4,31.6
IN,Indiana,Henry,18065,"48,929",43.7,13.5,29.1
GA,Georgia,Clay,13061,"2,853",41.2,21.5,37.3
WY,Wyoming,Sheridan,56033,"32,519",30.6,10.9,22.9
IN,Indiana,Washington,18175,"28,205",41.5,14.7,28.6
IN,Indiana,Vermillion,18165,"15,417",40.6,14.3,27.6
TX,Texas,Andrews,48003,"18,664",36.7,12.7,31.1
SD,South Dakota,Perkins,46105,"2,834",36.0,14.3,26.6
AL,Alabama,Dallas,01047,"36,165",46.3,22.4,38.0
MO,Missouri,Nodaway,29147,"20,695",36.1,10.6,27.8
VA,Virginia,Lynchburg,51680,"79,535",36.4,11.0,23.6
OK,Oklahoma,Custer,40039,"28,266",41.0,11.8,31.4
SD,South Dakota,Harding,46063,"1,324",35.3,11.2,21.4
WI,Wisconsin,Marinette,55075,"42,106",37.8,13.9,30.2
TN,Tennessee,Cumberland,47035,"64,760",39.5,17.3,29.7
VA,Virginia,Radford,51750,"16,971",34.4,9.2,24.8
ND,North Dakota,Grand Forks,38035,"72,708",35.2,9.1,21.5
AL,Alabama,Chambers,01017,"34,079",41.5,17.9,34.3
NY,New York,Niagara,36063,"209,457",39.5,11.3,26.3
AK,Alaska,Dillingham,02070,"4,607",38.5,13.0,29.1
WA,Washington,Benton,53005,"215,219",36.2,10.4,20.6
MO,Missouri,Bates,29013,"16,242",41.2,13.8,34.0
NE,Nebraska,Gage,31067,"21,634",41.8,12.6,28.7
OH,Ohio,Hocking,39073,"27,540",36.1,15.7,33.4
SD,South Dakota,Douglas,46043,"2,838",35.1,13.6,26.3
TN,Tennessee,Johnson,47091,"18,375",40.0,17.5,33.7
UT,Utah,Garfield,49017,"5,314",28.6,11.6,19.5
ID,Idaho,Cassia,16031,"25,696",37.5,11.0,26.7
UT,Utah,San Juan,49037,"14,358",34.2,15.4,25.1
CO,Colorado,Otero,08089,"18,136",34.6,14.5,27.6
AR,Arkansas,Carroll,05015,"28,814",37.6,15.0,36.8
AL,Alabama,Shelby,01117,"233,000",31.7,11.2,20.7
KS,Kansas,Elk,20049,"2,467",40.5,15.8,35.1
FL,Florida,Santa Rosa,12113,"203,162",32.1,10.9,20.5
CA,California,Sonoma,06097,"481,812",26.1,10.7,21.2
CO,Colorado,Alamosa,08003,"16,655",30.3,11.3,23.9
VA,Virginia,Westmoreland,51193,"19,013",41.0,18.3,33.1
SD,South Dakota,Jerauld,46073,"1,660",35.6,13.8,26.2
ND,North Dakota,Walsh,38099,"10,305",35.8,12.4,26.7
GA,Georgia,Dodge,13091,"19,776",40.4,16.7,33.8
GA,Georgia,Rockdale,13247,"95,987",39.0,17.0,30.2
TX,Texas,Jim Hogg,48247,"4,720",44.7,22.8,47.7
NJ,New Jersey,Bergen,34003,"957,736",25.6,9.7,21.7
CA,California,Marin,06041,"254,407",21.3,10.2,18.2
IL,Illinois,Ogle,17141,"51,265",40.9,12.2,24.0
MI,Michigan,Newaygo,26123,"51,108",37.8,13.2,27.8
TN,Tennessee,Hamilton,47065,"379,864",34.5,12.7,22.4
MS,Mississippi,Lauderdale,28075,"70,527",42.1,16.7,35.7
KS,Kansas,Harvey,20079,"33,504",36.5,12.2,28.2
SC,South Carolina,Chesterfield,45025,"44,031",45.2,18.1,34.6
MI,Michigan,Sanilac,26151,"40,368",40.0,13.8,30.3
OK,Oklahoma,Rogers,40131,"100,248",40.1,12.4,28.5
TX,Texas,Crane,48103,"4,574",39.7,15.0,36.0
OH,Ohio,Erie,39043,"74,035",40.1,14.4,28.0
NE,Nebraska,Keith,31101,"8,113",35.4,13.2,31.1
ME,Maine,Washington,23029,"31,555",39.8,14.9,32.5
GA,Georgia,Lincoln,13181,"7,879",38.0,18.2,33.1
SC,South Carolina,Williamsburg,45089,"29,891",45.0,20.4,34.9
OK,Oklahoma,Harper,40059,"3,190",39.4,14.0,33.3
TX,Texas,Madison,48313,"13,742",37.1,13.1,31.5
OK,Oklahoma,Muskogee,40101,"66,677",41.5,15.2,35.8
MD,Maryland,St. Mary's,24037,"115,281",37.4,11.4,22.7
MT,Montana,Chouteau,30015,"5,847",35.6,12.2,24.3
IN,Indiana,Posey,18129,"25,040",40.4,12.9,23.0
CO,Colorado,Hinsdale,08053,765,23.5,10.0,15.0
FL,Florida,Taylor,12123,"21,582",40.8,15.9,32.4
OR,Oregon,Lincoln,41041,"50,821",35.7,14.9,23.6
MO,Missouri,Dade,29057,"7,716",40.7,16.0,35.2
KS,Kansas,Chautauqua,20019,"3,347",40.4,15.2,33.3
NE,Nebraska,Boone,31011,"5,310",33.1,12.7,29.4
VA,Virginia,Shenandoah,51171,"45,228",36.2,14.1,28.8
OH,Ohio,Stark,39151,"372,716",40.4,13.7,29.1
OH,Ohio,Marion,39101,"64,851",44.2,14.8,33.8
IA,Iowa,Hardin,19083,"16,463",38.9,12.9,27.3
IL,Illinois,Stark,17175,"5,218",38.2,12.7,24.9
FL,Florida,Hendry,12051,"43,333",37.6,16.8,38.1
NC,North Carolina,Alexander,37003,"36,473",36.5,12.7,26.3
ND,North Dakota,Stark,38089,"33,001",37.4,9.5,23.5
MI,Michigan,Schoolcraft,26153,"8,149",40.3,15.8,29.5
RI,Rhode Island,Newport,44005,"83,832",27.4,10.3,20.1
TX,Texas,Sterling,48431,"1,397",33.2,10.5,23.8
HI,Hawaii,Honolulu,15003,"989,408",25.3,12.4,23.7
TN,Tennessee,Morgan,47129,"21,573",43.4,14.8,30.4
TX,Texas,Refugio,48391,"6,666",39.7,17.6,35.9
MS,Mississippi,Leflore,28083,"26,378",43.4,20.9,41.6
MS,Mississippi,Leake,28079,"21,258",42.8,17.0,38.1
VA,Virginia,Bristol,51520,"16,807",39.2,14.8,29.6
TX,Texas,Hardeman,48197,"3,490",37.6,15.2,31.2
ND,North Dakota,Benson,38005,"5,745",43.3,15.4,31.3
UT,Utah,Box Elder,49003,"62,684",32.6,9.3,19.4
GA,Georgia,Ware,13299,"36,243",41.3,16.8,36.6
ND,North Dakota,McLean,38055,"9,832",40.2,12.1,25.2
AK,Alaska,Kodiak Island,02150,"12,565",31.5,9.8,22.7
IN,Indiana,Delaware,18035,"112,321",36.6,13.5,25.3
CA,California,Napa,06055,"133,216",27.9,11.4,23.5
LA,Louisiana,St. James,22093,"19,191",43.7,16.5,32.4
MT,Montana,Flathead,30029,"113,679",31.2,9.3,19.3
SD,South Dakota,Stanley,46117,"3,043",35.2,11.1,21.8
IA,Iowa,Buchanan,19019,"20,691",37.6,11.1,24.0
CO,Colorado,Montezuma,08083,"26,531",28.4,11.8,22.0
TX,Texas,Dickens,48125,"1,711",37.5,16.7,32.5
LA,Louisiana,Allen,22003,"22,112",44.2,15.3,34.9
NC,North Carolina,Caswell,37033,"22,807",39.3,15.5,28.9
ND,North Dakota,Divide,38023,"2,135",37.4,12.6,25.6
OK,Oklahoma,Carter,40019,"48,596",39.7,13.7,34.6
VA,Virginia,Hampton,51650,"137,098",40.3,15.0,26.4
OH,Ohio,Tuscarawas,39157,"91,874",43.4,13.6,29.9
OR,Oregon,Deschutes,41017,"208,513",27.2,10.2,16.6
LA,Louisiana,East Feliciana,22037,"19,229",42.2,16.1,33.7
AR,Arkansas,Lincoln,05079,"12,898",42.6,13.8,36.2
SD,South Dakota,Charles Mix,46023,"9,240",40.4,15.3,30.0
CO,Colorado,Saguache,08109,"6,688",29.1,15.1,25.9
MN,Minnesota,Kanabec,27065,"16,602",37.6,12.8,28.0
IL,Illinois,Edwards,17047,"5,968",40.3,14.1,27.3
MT,Montana,Roosevelt,30085,"10,319",41.0,14.1,29.4
OH,Ohio,Morgan,39115,"13,646",41.1,16.0,33.5
IN,Indiana,Montgomery,18107,"38,573",39.2,13.5,28.5
MO,Missouri,Crawford,29055,"22,719",41.9,14.1,33.7
NH,New Hampshire,Strafford,33017,"133,243",32.4,8.6,19.3
TN,Tennessee,Van Buren,47175,"6,493",39.2,16.0,31.0
TX,Texas,Mason,48319,"3,931",33.5,14.4,26.8
GA,Georgia,Franklin,13119,"24,782",39.0,14.7,30.8
CT,Connecticut,South Central Connecticut,09170,"568,158",33.4,10.4,26.5
NE,Nebraska,Pierce,31139,"7,299",38.9,10.9,26.9
MI,Michigan,Luce,26095,"6,435",40.9,14.1,27.8
MO,Missouri,Ste. Genevieve,29186,"18,642",37.2,12.5,30.2
NC,North Carolina,Northampton,37131,"16,715",42.7,20.3,33.6
SD,South Dakota,Edmunds,46045,"4,057",33.7,12.4,23.1
NE,Nebraska,Dawes,31045,"8,133",35.5,10.6,25.7
OK,Oklahoma,Ellis,40045,"3,648",39.6,14.1,33.2
TX,Texas,Bandera,48019,"22,637",35.5,15.7,29.7
GA,Georgia,DeKalb,13089,"762,992",31.8,13.0,22.5
IA,Iowa,Harrison,19085,"14,670",35.2,12.5,25.8
GA,Georgia,Carroll,13045,"127,098",34.2,12.8,28.1
AL,Alabama,Jefferson,01073,"662,895",37.4,15.1,28.0
KS,Kansas,Reno,20155,"61,497",44.0,13.2,29.9
WA,Washington,Skamania,53059,"12,640",32.8,11.2,19.2
KS,Kansas,Miami,20121,"35,320",35.0,10.8,23.9
AR,Arkansas,Polk,05113,"19,436",40.0,15.5,35.8
IA,Iowa,Howard,19089,"9,376",38.0,12.4,26.5
CO,Colorado,Dolores,08033,"2,513",27.3,11.5,21.1
AR,Arkansas,Jefferson,05069,"63,661",45.9,17.6,38.1
MA,Massachusetts,Norfolk,25021,"727,473",23.5,9.0,17.1
OR,Oregon,Marion,41047,"346,741",43.4,12.5,22.2
AL,Alabama,Geneva,01061,"26,988",42.3,16.4,32.0
MO,Missouri,Madison,29123,"12,698",37.7,13.2,32.2
MN,Minnesota,Wadena,27159,"14,241",38.4,12.7,29.3
AL,Alabama,Morgan,01103,"125,133",38.6,14.7,29.8
MT,Montana,Liberty,30051,"1,974",34.0,13.1,27.9
IA,Iowa,Delaware,19055,"17,600",39.7,12.5,27.9
TN,Tennessee,White,47185,"28,692",39.7,15.6,32.1
WI,Wisconsin,Richland,55103,"17,197",37.5,13.6,31.7
MO,Missouri,Warren,29219,"37,806",39.0,12.3,31.1
MN,Minnesota,Renville,27129,"14,348",38.8,13.1,28.1
TX,Texas,Franklin,48159,"10,735",35.3,13.0,25.5
VA,Virginia,Waynesboro,51820,"23,182",38.6,13.2,27.4
GA,Georgia,Burke,13033,"24,438",40.1,18.3,34.7
NY,New York,Schenectady,36093,"159,902",34.3,10.2,22.6
VT,Vermont,Orange,50017,"29,943",32.6,9.7,22.3
TX,Texas,Somervell,48425,"9,888",34.3,12.3,25.7
IA,Iowa,Marshall,19127,"40,014",44.1,12.7,28.4
CO,Colorado,Huerfano,08055,"7,055",27.5,13.9,23.7
CA,California,Butte,06007,"207,172",29.3,10.7,22.8
ND,North Dakota,Golden Valley,38033,"1,743",37.6,13.7,28.7
MI,Michigan,Presque Isle,26141,"13,285",40.9,15.6,28.5
NC,North Carolina,Watauga,37189,"54,748",33.0,9.8,21.5
MO,Missouri,Hickory,29085,"8,718",43.0,19.7,41.1
AR,Arkansas,Washington,05143,"261,549",35.4,10.1,27.5
AL,Alabama,Covington,01039,"37,952",37.9,16.3,31.9
LA,Louisiana,Morehouse,22067,"23,955",44.8,20.3,38.7
NE,Nebraska,Clay,31035,"6,116",40.1,11.8,27.6
GA,Georgia,Coffee,13069,"43,317",39.3,16.1,35.0
WY,Wyoming,Natrona,56025,"79,941",36.6,11.1,26.3
MI,Michigan,Cheboygan,26031,"26,048",41.1,14.6,26.7
IN,Indiana,Whitley,18183,"34,742",39.7,12.6,24.0
OH,Ohio,Auglaize,39011,"46,050",39.5,12.2,26.5
IA,Iowa,Polk,19153,"505,255",37.0,10.1,23.7
NV,Nevada,Lincoln,32017,"4,452",31.6,11.8,24.2
TX,Texas,Willacy,48489,"20,037",43.2,18.8,44.1
IA,Iowa,Plymouth,19149,"25,722",39.4,11.2,24.6
MS,Mississippi,Webster,28155,"9,988",36.5,13.7,32.2
FL,Florida,Pinellas,12103,"961,596",31.5,13.1,23.9
TX,Texas,Hopkins,48223,"38,172",37.5,13.4,29.6
IL,Illinois,Calhoun,17013,"4,317",35.3,11.9,22.0
WI,Wisconsin,Door,55029,"30,562",36.6,13.0,27.0
IN,Indiana,Jasper,18073,"33,535",40.2,12.7,25.3
ID,Idaho,Butte,16023,"2,758",35.5,15.2,29.8
WV,West Virginia,Logan,54045,"30,827",45.0,18.2,39.3
CO,Colorado,Teller,08119,"24,617",24.1,10.2,17.0
MS,Mississippi,Jones,28067,"66,250",41.6,16.0,36.2
NY,New York,Nassau,36059,"1,381,715",28.4,10.1,23.2
CA,California,Merced,06047,"291,920",33.8,13.0,33.2
TX,Texas,Trinity,48455,"14,228",37.7,16.4,31.7
UT,Utah,Tooele,49045,"82,051",37.6,8.9,20.8
FL,Florida,Brevard,12009,"643,979",34.0,13.1,23.8
CO,Colorado,Pitkin,08097,"16,640",20.7,8.4,13.7
AZ,Arizona,Pima,04019,"1,063,162",31.1,11.0,22.3
CA,California,Trinity,06105,"15,670",33.3,15.9,28.4
CA,California,Ventura,06111,"829,590",25.7,11.4,23.6
AL,Alabama,Blount,01009,"59,816",36.1,13.8,29.1
OK,Oklahoma,Stephens,40137,"44,014",39.1,14.2,34.3
AR,Arkansas,Conway,05029,"21,077",41.4,15.6,36.5
KS,Kansas,Ford,20057,"33,980",39.1,13.1,34.0
IA,Iowa,Buena Vista,19021,"20,567",38.1,13.0,30.1
NC,North Carolina,Wilson,37195,"78,970",38.4,16.8,31.9
AR,Arkansas,Fulton,05049,"12,421",39.6,17.1,37.8
MN,Minnesota,Mille Lacs,27095,"27,427",38.5,12.0,28.2
MI,Michigan,Wayne,26163,"1,751,169",37.4,14.3,29.7
FL,Florida,Gilchrist,12041,"19,587",34.5,12.8,27.4
NM,New Mexico,Otero,35035,"68,835",37.1,12.7,24.6
MO,Missouri,Buchanan,29021,"82,956",42.9,13.0,32.7
NE,Nebraska,Antelope,31003,"6,302",42.4,12.9,28.5
SC,South Carolina,Dillon,45033,"27,698",45.3,20.3,35.8
OK,Oklahoma,Okfuskee,40107,"11,300",45.8,17.3,39.0
GA,Georgia,Quitman,13239,"2,280",42.3,23.6,39.2
CO,Colorado,Garfield,08045,"62,707",24.0,8.9,18.6
FL,Florida,Levy,12075,"46,545",33.8,16.1,30.4
AK,Alaska,Juneau,02110,"31,555",35.0,8.9,17.5
IA,Iowa,Cerro Gordo,19033,"42,406",40.1,12.5,27.0
CA,California,El Dorado,06017,"192,215",27.7,10.8,19.5
TX,Texas,Terry,48445,"11,547",40.7,16.4,37.3
GA,Georgia,Early,13099,"10,563",40.7,18.9,36.2
MN,Minnesota,Dodge,27039,"21,088",35.2,9.6,22.6
NE,Nebraska,Grant,31075,565,36.5,12.1,25.9
OH,Ohio,Fulton,39051,"42,007",37.0,13.3,27.3
TX,Texas,Concho,48095,"3,297",37.1,14.2,32.0
MO,Missouri,Ozark,29153,"8,970",42.5,18.3,39.2
TX,Texas,Orange,48361,"85,722",38.4,12.4,27.6
SD,South Dakota,Bennett,46007,"3,305",42.4,18.7,35.1
LA,Louisiana,Vernon,22115,"46,250",38.5,12.5,31.6
KS,Kansas,Butler,20015,"68,632",39.0,10.7,23.2
GA,Georgia,Lanier,13173,"10,452",40.9,15.9,33.7
MS,Mississippi,Carroll,28015,"9,535",40.0,18.6,38.9
IN,Indiana,Ripley,18137,"29,227",36.2,12.5,25.0
SD,South Dakota,Potter,46107,"2,413",34.8,13.1,24.3
NJ,New Jersey,Morris,34027,"514,423",22.8,9.0,19.2
IL,Illinois,Montgomery,17135,"27,663",39.1,12.6,25.6
WA,Washington,Cowlitz,53015,"112,864",40.5,11.4,22.5
MI,Michigan,Midland,26111,"84,039",31.8,10.8,21.6
NE,Nebraska,Lancaster,31109,"326,716",34.4,9.6,20.2
GA,Georgia,Bleckley,13023,"12,465",37.7,14.7,29.8
MD,Maryland,Baltimore,24005,"844,703",34.0,13.1,26.3
VA,Virginia,Wise,51195,"35,174",43.5,15.1,31.4
OH,Ohio,Lorain,39093,"317,910",36.8,14.2,29.0
SD,South Dakota,Lincoln,46083,"73,238",34.9,8.8,17.6
TX,Texas,Randall,48381,"148,255",35.1,10.8,23.5
NY,New York,Yates,36123,"24,472",33.9,11.6,26.6
WV,West Virginia,Pocahontas,54075,"7,765",40.6,19.2,37.9
IA,Iowa,Grundy,19075,"12,384",37.5,11.1,23.9
OR,Oregon,Hood River,41027,"23,745",31.5,11.3,20.7
KS,Kansas,Osborne,20141,"3,427",38.8,14.0,29.9
IL,Illinois,Jackson,17077,"52,141",39.8,11.6,24.4
UT,Utah,Salt Lake,49035,"1,185,813",29.9,8.5,18.6
MS,Mississippi,Tishomingo,28141,"18,507",39.5,15.0,35.2
TX,Texas,Hale,48189,"31,761",38.9,15.6,36.1
GA,Georgia,Union,13291,"27,124",34.5,15.7,28.4
ND,North Dakota,Traill,38097,"7,908",38.2,10.5,22.5
IL,Illinois,Williamson,17199,"66,706",40.1,12.4,24.3
IN,Indiana,Floyd,18043,"80,809",37.6,12.5,24.9
SC,South Carolina,Greenville,45045,"558,036",32.5,12.2,23.2
TX,Texas,Lee,48287,"18,240",39.8,15.4,31.9
LA,Louisiana,St. Mary,22101,"47,055",45.0,18.1,36.6
WV,West Virginia,Wirt,54105,"5,000",42.8,18.1,36.0
KS,Kansas,Nemaha,20131,"10,114",38.7,11.4,26.2
ND,North Dakota,Morton,38059,"33,895",38.6,9.6,22.5
MN,Minnesota,Itasca,27061,"45,365",36.0,13.7,25.4
OH,Ohio,Darke,39037,"51,415",36.4,14.3,30.0
MT,Montana,Dawson,30021,"8,810",32.8,10.1,22.5
AK,Alaska,Wrangell,02275,"2,064",34.8,12.9,24.6
TX,Texas,Jones,48253,"20,381",38.7,13.0,30.7
UT,Utah,Davis,49011,"373,207",32.7,8.2,17.0
IA,Iowa,Benton,19011,"25,796",40.8,11.1,23.9
CO,Colorado,Logan,08075,"20,619",29.7,11.2,23.5
TX,Texas,Scurry,48415,"16,212",38.1,13.6,31.0
IA,Iowa,Winneshiek,19191,"19,815",34.7,10.7,22.8
NE,Nebraska,Thurston,31173,"6,557",45.4,13.4,30.0
TX,Texas,Brown,48049,"38,709",34.9,14.0,30.1
KS,Kansas,Harper,20077,"5,435",41.9,14.8,33.1
GA,Georgia,Chattooga,13055,"25,222",35.2,16.0,35.1
NC,North Carolina,Granville,37077,"62,192",36.2,13.6,26.5
GA,Georgia,Barrow,13013,"92,792",35.3,12.2,28.0
IL,Illinois,Franklin,17055,"37,138",41.6,13.9,27.6
SC,South Carolina,Newberry,45071,"38,825",38.1,16.1,30.8
IA,Iowa,Jackson,19097,"19,342",40.3,12.7,27.1
IN,Indiana,Hancock,18059,"86,166",39.9,11.3,20.7
IN,Indiana,Knox,18083,"36,070",36.8,13.2,25.4
MI,Michigan,Alpena,26007,"28,904",41.3,14.2,28.5
TN,Tennessee,Roane,47145,"56,096",37.0,14.7,29.5
OR,Oregon,Wallowa,41063,"7,674",34.2,12.6,20.4
KS,Kansas,Trego,20195,"2,731",40.5,12.3,26.7
FL,Florida,Collier,12021,"404,310",26.6,13.7,24.6
OH,Ohio,Warren,39165,"252,148",32.6,11.0,20.4
OK,Oklahoma,Grant,40053,"4,083",36.3,13.5,32.5
VT,Vermont,Chittenden,50007,"169,481",22.7,6.6,14.1
MN,Minnesota,Lac qui Parle,27073,"6,630",34.0,12.2,25.9
GA,Georgia,Houston,13153,"171,974",39.7,13.1,24.8
WY,Wyoming,Hot Springs,56017,"4,661",35.1,14.5,28.4
NM,New Mexico,Valencia,35061,"79,141",35.4,14.6,29.0
NC,North Carolina,Surry,37171,"71,462",40.9,13.7,28.8
LA,Louisiana,Concordia,22029,"17,688",45.6,19.8,39.1
WV,West Virginia,Morgan,54065,"17,649",39.2,16.8,33.4
NM,New Mexico,Torrance,35057,"15,633",34.5,16.5,30.7
MI,Michigan,Gratiot,26057,"41,368",36.7,11.6,26.3
WA,Washington,Grant,53025,"102,678",38.7,11.5,25.3
TN,Tennessee,Anderson,47001,"80,234",42.0,14.1,27.4
MI,Michigan,Iron,26071,"11,740",39.0,15.3,28.5
ID,Idaho,Gem,16045,"21,071",32.9,11.5,24.5
TN,Tennessee,Haywood,47075,"17,328",46.6,20.7,38.7
LA,Louisiana,Plaquemines,22075,"22,386",38.7,13.8,29.5
GA,Georgia,Crawford,13079,"12,277",37.3,15.5,30.4
WI,Wisconsin,Clark,55019,"34,774",37.9,12.5,33.5
UT,Utah,Wasatch,49051,"37,144",24.3,8.4,16.8
MO,Missouri,Jackson,29095,"718,560",37.2,12.1,30.9
IA,Iowa,Muscatine,19139,"42,218",41.4,12.3,29.3
VA,Virginia,Dinwiddie,51053,"28,343",40.7,14.7,27.9
TX,Texas,Fisher,48151,"3,612",36.1,14.5,28.8
VA,Virginia,Rockbridge,51163,"22,358",34.0,14.0,25.9
MN,Minnesota,St. Louis,27137,"200,514",35.2,11.2,23.5
TN,Tennessee,Macon,47111,"26,793",43.1,14.6,31.8
MO,Missouri,Laclede,29105,"36,680",38.5,14.0,34.6
ID,Idaho,Washington,16087,"11,425",33.4,14.5,29.1
MN,Minnesota,Red Lake,27125,"3,911",38.6,12.0,26.6
MO,Missouri,Schuyler,29197,"4,053",38.8,12.2,31.2
GA,Georgia,Treutlen,13283,"6,341",41.2,18.3,37.8
NC,North Carolina,Stokes,37169,"45,532",37.1,13.2,26.3
IL,Illinois,Knox,17095,"48,411",39.2,13.5,27.5
MO,Missouri,Miller,29131,"25,590",37.5,13.2,31.5
MN,Minnesota,Lyon,27083,"25,427",37.9,11.0,24.9
GA,Georgia,Haralson,13143,"32,038",36.2,12.6,26.9
TX,Texas,Deaf Smith,48117,"18,347",40.7,16.4,39.8
KS,Kansas,Crawford,20037,"38,764",36.8,11.2,27.5
KS,Kansas,Wilson,20205,"8,382",39.8,13.8,30.1
MO,Missouri,Cape Girardeau,29031,"82,984",34.7,11.2,28.4
NC,North Carolina,Durham,37063,"336,892",36.1,10.5,21.6
IN,Indiana,Fulton,18049,"20,358",41.7,14.6,28.7
WV,West Virginia,Mercer,54055,"58,057",40.8,17.2,35.0
IA,Iowa,Emmet,19063,"9,229",42.5,12.7,27.9
TN,Tennessee,Sevier,47155,"99,415",38.4,14.4,27.2
AR,Arkansas,Dallas,05039,"6,185",41.9,17.1,37.8
AL,Alabama,Marshall,01095,"100,756",37.6,14.5,30.8
AL,Alabama,Coffee,01031,"55,643",41.0,14.8,29.9
NC,North Carolina,Forsyth,37067,"392,921",41.2,12.4,25.2
AR,Arkansas,Ouachita,05103,"21,793",43.5,17.7,38.0
CA,California,Inyo,06027,"18,527",28.2,12.4,22.9
