state_abbr,state,county,fips,population,obesity,diabetes,inactivity
IL,Illinois,Alexander,17003,"4,695",45.3,19.0,33.3
OK,Oklahoma,Coal,40029,"5,266",42.6,17.2,39.2
AR,Arkansas,Montgomery,05097,"8,620",40.9,16.4,36.0
WV,West Virginia,Mingo,54059,"22,023",43.5,20.4,44.0
MO,Missouri,Carter,29035,"5,303",40.0,15.7,37.0
NV,Nevada,Douglas,32005,"49,545",27.1,12.2,21.4
IA,Iowa,Dickinson,19059,"18,056",37.2,12.1,24.2
ID,Idaho,Bonner,16017,"52,547",32.2,11.8,23.3
NE,Nebraska,Burt,31021,"6,727",40.3,13.1,29.1
GA,Georgia,Baker,13007,"2,743",43.3,22.9,38.8
MO,Missouri,Atchison,29005,"5,107",41.6,14.9,34.0
CO,Colorado,Rio Blanco,08103,"6,569",26.7,9.6,18.9
AK,Alaska,Bethel,02050,"18,224",39.1,13.8,33.3
GA,Georgia,Columbia,13073,"165,162",33.1,11.9,24.3
WI,Wisconsin,Grant,55043,"51,409",40.9,11.5,31.1
CA,California,Colusa,06011,"22,037",35.0,13.4,30.3
GA,Georgia,Calhoun,13037,"5,457",43.6,18.5,37.0
IL,Illinois,White,17193,"13,401",39.2,14.5,28.8
IL,Illinois,Hancock,17067,"17,186",38.8,13.2,25.2
VA,Virginia,Martinsville,51690,"13,763",44.9,18.6,34.0
TX,Texas,Frio,48163,"17,987",40.5,15.3,38.6
GA,Georgia,Dade,13083,"16,165",35.1,12.6,26.4
WY,Wyoming,Park,56029,"30,735",31.5,11.7,24.9
NM,New Mexico,Sierra,35051,"11,488",36.8,18.2,30.9
CO,Colorado,Jefferson,08059,"576,366",23.1,8.3,13.3
WA,Washington,Stevens,53065,"48,837",34.3,12.6,21.6
IN,Indiana,Wells,18179,"28,555",41.9,12.7,25.6
AL,Alabama,Cullman,01043,"92,016",36.4,13.4,27.3
MT,Montana,Granite,30039,"3,595",30.4,12.3,24.2
OK,Oklahoma,Craig,40035,"14,494",41.8,15.9,36.1
MN,Minnesota,Olmsted,27109,"164,784",36.4,9.5,21.3
AR,Arkansas,Garland,05051,"99,784",39.1,14.8,30.7
ND,North Dakota,Sargent,38081,"3,776",41.2,11.8,24.5
AR,Arkansas,Phillips,05107,"14,961",48.4,21.7,44.1
IA,Iowa,Dallas,19049,"111,092",32.8,8.8,19.4
OH,Ohio,Wyandot,39175,"21,457",35.6,13.0,27.1
VA,Virginia,Powhatan,51145,"32,105",36.4,12.1,22.6
SD,South Dakota,Oglala Lakota,46102,"13,434",47.0,21.1,40.1
IN,Indiana,Harrison,18061,"40,006",42.7,12.8,24.6
TX,Texas,Aransas,48007,"25,374",36.0,15.9,30.2
SD,South Dakota,Hutchinson,46067,"7,394",34.4,12.1,24.0
AL,Alabama,Henry,01067,"17,899",41.3,16.7,31.4
WA,Washington,Clallam,53009,"77,616",31.0,12.1,20.3
MI,Michigan,Arenac,26011,"15,145",38.6,14.7,28.3
ND,North Dakota,Logan,38047,"1,869",39.8,13.2,27.9
NY,New York,Tioga,36107,"47,715",30.5,11.3,26.1
MO,Missouri,Osage,29151,"13,468",35.6,11.2,27.8
AK,Alaska,Skagway,02230,"1,095",36.2,9.1,20.8
MS,Mississippi,Greene,28041,"13,601",41.9,14.0,33.7
KS,Kansas,Ellsworth,20053,"6,357",39.1,11.7,27.6
GA,Georgia,Jasper,13159,"16,455",37.1,14.6,30.4
TN,Tennessee,Coffee,47031,"60,633",39.5,13.9,28.3
TN,Tennessee,Hardeman,47069,"25,567",43.7,17.2,34.1
NC,North Carolina,Hoke,37093,"54,446",38.5,13.3,28.0
CA,California,Santa Clara,06085,"1,877,592",21.9,10.5,22.2
TN,Tennessee,Bledsoe,47007,"15,060",41.9,17.3,34.7
IA,Iowa,Linn,19113,"228,972",35.4,11.2,22.6
TX,Texas,Victoria,48469,"91,664",37.2,14.5,31.6
ID,Idaho,Canyon,16027,"257,674",35.3,11.2,25.1
GA,Georgia,Macon,13193,"11,817",43.8,21.1,41.4
VA,Virginia,Loudoun,51107,"436,347",28.1,9.5,19.0
CO,Colorado,Broomfield,08014,"76,860",22.3,7.1,13.5
NY,New York,Chemung,36015,"81,325",30.7,11.5,26.5
MT,Montana,Blaine,30005,"6,899",41.1,14.3,27.6
CA,California,Glenn,06021,"28,129",32.1,12.6,28.0
FL,Florida,Manatee,12081,"441,095",32.1,14.0,25.4
MN,Minnesota,Mower,27099,"40,058",37.9,11.8,28.6
TX,Texas,Haskell,48207,"5,385",36.6,14.9,32.1
TN,Tennessee,Lake,47095,"6,347",47.2,19.0,39.6
AL,Alabama,Wilcox,01131,"9,944",51.2,23.8,41.2
TX,Texas,Liberty,48291,"108,272",40.1,13.9,34.5
NC,North Carolina,Davidson,37057,"174,804",36.2,12.7,26.5
IL,Illinois,Fulton,17057,"32,541",39.9,13.0,25.8
NC,North Carolina,Richmond,37153,"42,324",42.9,16.4,32.1
WI,Wisconsin,Oconto,55083,"39,775",42.7,12.9,29.8
TX,Texas,Coke,48081,"3,352",36.3,15.9,31.7
IA,Iowa,Van Buren,19177,"7,266",39.5,13.9,29.6
IA,Iowa,Mahaska,19123,"21,874",38.6,11.7,28.4
TX,Texas,Lamar,48277,"51,127",38.5,14.3,30.1
MO,Missouri,Morgan,29141,"21,970",38.2,15.8,36.9
SC,South Carolina,Colleton,45029,"38,874",39.3,17.3,33.2
VA,Virginia,Appomattox,51011,"16,864",38.9,14.8,28.3
GA,Georgia,Dougherty,13095,"82,645",41.9,19.0,34.1
VT,Vermont,Windsor,50027,"58,101",28.8,9.5,19.6
WY,Wyoming,Sublette,56035,"8,969",33.3,11.2,24.3
TX,Texas,Garza,48169,"4,517",39.9,14.9,36.0
WI,Wisconsin,Eau Claire,55035,"107,903",30.0,9.4,24.4
AZ,Arizona,Apache,04001,"65,036",35.8,17.5,28.7
FL,Florida,Charlotte,12015,"206,134",30.6,15.6,25.3
LA,Louisiana,Winn,22127,"13,216",45.9,17.1,35.6
VA,Virginia,Lee,51105,"21,745",42.3,17.3,34.0
NC,North Carolina,Mecklenburg,37119,"1,163,701",29.7,10.1,20.9
NY,New York,Wayne,36117,"90,829",37.4,11.2,26.0
MI,Michigan,Oceana,26127,"26,981",40.6,13.7,28.3
IL,Illinois,Morgan,17137,"32,140",39.9,12.6,24.9
NE,Nebraska,Frontier,31063,"2,585",37.4,11.9,26.7
MS,Mississippi,Pearl River,28109,"57,978",38.0,14.4,33.0
OH,Ohio,Fayette,39047,"28,817",41.3,14.3,32.3
NM,New Mexico,Roosevelt,35041,"18,787",32.6,11.5,26.9
MT,Montana,Lewis and Clark,30049,"75,011",31.0,9.3,18.3
ID,Idaho,Lewis,16061,"3,739",35.2,15.1,29.7
OK,Oklahoma,Sequoyah,40135,"40,291",47.1,16.6,37.4
GA,Georgia,Telfair,13271,"10,920",43.0,20.5,40.6
IA,Iowa,Hamilton,19079,"14,729",36.5,12.1,25.6
IA,Iowa,Wright,19197,"12,656",40.7,13.9,28.8
OK,Oklahoma,Major,40093,"7,581",41.9,13.3,33.9
LA,Louisiana,St. Charles,22089,"50,620",37.7,13.2,27.6
GA,Georgia,Hart,13147,"27,556",35.1,15.3,29.4
NY,New York,Chautauqua,36013,"124,891",36.3,12.6,27.8
NJ,New Jersey,Middlesex,34023,"863,623",29.9,11.6,25.3
OK,Oklahoma,Mayes,40097,"39,889",41.8,14.6,34.9
GA,Georgia,Murray,13213,"41,035",41.5,13.3,29.1
MD,Maryland,Prince George's,24033,"947,430",42.2,15.2,27.1
NE,Nebraska,Adams,31001,"30,899",41.2,11.8,26.9
SC,South Carolina,Charleston,45019,"424,367",30.0,11.4,20.3
OR,Oregon,Clatsop,41007,"41,102",34.8,12.6,21.5
IN,Indiana,Orange,18117,"19,638",39.7,14.7,28.8
WV,West Virginia,Pendleton,54071,"6,029",36.5,18.2,34.6
WI,Wisconsin,Barron,55005,"46,833",38.3,13.2,29.6
SC,South Carolina,Kershaw,45055,"69,905",36.6,14.8,27.5
IL,Illinois,Scott,17171,"4,710",38.4,12.3,24.2
MD,Maryland,Allegany,24001,"67,273",36.6,13.3,32.0
OR,Oregon,Benton,41003,"97,713",25.9,9.3,16.2
MS,Mississippi,Benton,28009,"7,438",42.4,17.4,36.7
TX,Texas,Briscoe,48045,"1,445",39.5,17.5,34.5
SC,South Carolina,Jasper,45053,"33,544",35.0,17.0,30.2
OR,Oregon,Lake,41037,"8,293",37.7,14.7,25.7
RI,Rhode Island,Bristol,44001,"50,255",25.6,9.8,18.8
HI,Hawaii,Kauai,15007,"73,851",23.9,12.0,21.2
LA,Louisiana,Claiborne,22027,"13,670",48.5,22.8,43.6
TN,Tennessee,Montgomery,47125,"239,872",38.4,10.8,23.7
MI,Michigan,Mackinac,26097,"10,851",41.2,16.4,29.3
TX,Texas,Sutton,48435,"3,221",38.3,17.4,35.8
MT,Montana,Petroleum,30069,554,32.9,12.4,23.8
MN,Minnesota,Todd,27153,"25,667",39.3,13.3,28.9
OH,Ohio,Preble,39135,"40,556",39.7,13.4,30.3
MI,Michigan,Montcalm,26117,"68,154",42.5,12.4,26.9
IN,Indiana,Clinton,18023,"32,730",40.2,13.4,28.1
GA,Georgia,Habersham,13137,"48,757",32.2,12.9,27.9
WV,West Virginia,Raleigh,54081,"72,356",43.1,17.7,36.5
NE,Nebraska,Thayer,31169,"4,829",40.0,13.2,29.2
NC,North Carolina,Chatham,37037,"81,624",30.1,12.9,22.5
IA,Iowa,Johnson,19103,"157,528",30.4,8.8,18.1
FL,Florida,Bay,12005,"190,769",33.4,11.9,25.3
MO,Missouri,Ray,29177,"23,182",39.6,13.3,33.2
KS,Kansas,Saline,20169,"53,098",41.1,12.1,28.8
TX,Texas,Williamson,48491,"697,191",32.6,9.8,22.5
TX,Texas,Kaufman,48257,"185,690",38.0,11.2,27.3
CO,Colorado,Mineral,08079,944,25.7,10.5,16.6
CA,California,San Francisco,06075,"808,988",17.2,10.2,19.2
MN,Minnesota,Yellow Medicine,27173,"9,467",38.8,12.4,26.9
MN,Minnesota,Marshall,27089,"8,810",39.0,12.1,25.7
OR,Oregon,Yamhill,41071,"108,644",37.0,11.2,20.8
MN,Minnesota,Kittson,27069,"4,060",34.0,12.5,25.9
NC,North Carolina,Henderson,37089,"119,230",30.3,12.5,23.2
GA,Georgia,Taliaferro,13265,"1,609",41.7,21.7,37.6
WI,Wisconsin,Sawyer,55113,"18,552",34.3,15.2,31.3
MO,Missouri,Vernon,29217,"19,710",37.8,14.3,34.4
IN,Indiana,LaGrange,18087,"40,907",39.6,12.4,29.1
ID,Idaho,Jefferson,16051,"34,198",33.1,9.1,21.4
IL,Illinois,Winnebago,17201,"280,922",42.0,13.9,27.0
TN,Tennessee,Pickett,47137,"5,128",41.8,19.1,35.1
MI,Michigan,Alger,26003,"8,757",36.1,13.2,25.8
MO,Missouri,Lincoln,29113,"64,699",39.9,11.1,28.8
NC,North Carolina,Wake,37183,"1,190,275",29.3,9.5,18.0
IA,Iowa,Sioux,19167,"36,246",33.0,9.8,23.3
OK,Oklahoma,Garvin,40049,"25,865",38.6,14.1,34.4
VA,Virginia,Charlotte,51037,"11,336",42.6,18.6,33.5
LA,Louisiana,Lafourche,22057,"95,056",47.2,14.7,32.7
OH,Ohio,Ross,39141,"76,501",44.3,15.0,30.8
NV,Nevada,Storey,32029,"4,177",31.6,12.4,22.4
TN,Tennessee,Unicoi,47171,"17,756",39.3,16.5,31.9
OH,Ohio,Monroe,39111,"13,153",40.4,16.1,34.0
MI,Michigan,Jackson,26075,"159,424",39.2,12.5,27.4
NY,New York,Herkimer,36043,"59,484",37.0,11.3,28.1
NH,New Hampshire,Merrimack,33013,"157,103",33.2,9.1,19.8
MI,Michigan,Gogebic,26053,"14,224",37.0,15.2,28.4
WY,Wyoming,Campbell,56005,"47,498",35.9,9.9,25.9
VA,Virginia,Roanoke,51770,"97,171",42.0,15.1,30.0
WA,Washington,Whatcom,53073,"231,919",26.5,8.8,16.8
CT,Connecticut,Western Connecticut,09190,"623,907",24.7,8.5,22.1
SD,South Dakota,Codington,46029,"28,971",35.9,12.1,26.5
IL,Illinois,Logan,17107,"27,590",38.5,11.6,24.4
TX,Texas,Crockett,48105,"2,858",37.7,16.5,35.3
KS,Kansas,Marshall,20117,"9,933",37.4,13.0,29.1
UT,Utah,Uintah,49047,"37,747",35.5,10.5,21.3
MO,Missouri,Jefferson,29099,"231,230",40.3,11.2,27.7
NJ,New Jersey,Sussex,34037,"146,132",26.9,9.5,21.3
NC,North Carolina,Montgomery,37123,"26,085",38.7,15.1,28.9
TX,Texas,Maverick,48323,"57,762",43.9,17.8,41.7
NM,New Mexico,Do̱a Ana,35013,"225,210",35.9,13.7,27.7
AR,Arkansas,Marion,05089,"17,514",37.9,16.4,34.8
IL,Illinois,DeKalb,17037,"100,288",35.1,10.3,22.5
VA,Virginia,Rappahannock,51157,"7,414",35.2,14.7,25.3
VA,Virginia,Chesterfield,51041,"383,876",36.4,12.4,22.6
MN,Minnesota,Chisago,27025,"58,535",36.5,10.3,22.9
SC,South Carolina,Spartanburg,45083,"356,698",37.9,13.5,27.4
MN,Minnesota,Polk,27119,"30,412",39.4,11.3,25.9
WA,Washington,Klickitat,53039,"23,589",32.9,11.7,20.4
LA,Louisiana,Bienville,22013,"12,366",47.5,22.1,42.4
TX,Texas,Pecos,48371,"14,623",40.2,16.5,37.4
NC,North Carolina,Rockingham,37157,"92,518",37.3,14.5,28.6
MA,Massachusetts,Middlesex,25017,"1,623,952",23.8,8.5,18.3
NY,New York,Madison,36053,"66,921",36.4,10.3,22.7
IN,Indiana,Grant,18053,"66,200",41.1,15.2,29.1
KS,Kansas,Sherman,20181,"5,844",38.2,12.3,30.2
GA,Georgia,Bryan,13029,"49,739",33.5,10.0,21.2
TX,Texas,Montague,48337,"21,598",35.0,13.4,28.4
MO,Missouri,Callaway,29027,"44,731",36.9,11.9,29.0
AL,Alabama,Cherokee,01019,"25,666",39.5,16.0,31.4
MO,Missouri,Stoddard,29207,"28,397",37.6,14.2,35.2
TX,Texas,Moore,48341,"21,190",39.0,14.9,35.9
MS,Mississippi,Hancock,28045,"46,159",37.3,14.3,31.2
CA,California,Alpine,06003,"1,141",28.4,11.6,19.4
TN,Tennessee,Smith,47159,"20,538",39.1,13.5,27.7
WI,Wisconsin,Rusk,55107,"14,143",41.1,14.9,31.4
NE,Nebraska,Cheyenne,31033,"9,541",34.7,12.9,29.9
MO,Missouri,Lewis,29111,"9,818",36.6,12.7,32.6
FL,Florida,Washington,12133,"25,602",40.1,15.1,32.3
NY,New York,Schuyler,36097,"17,507",31.7,12.4,26.2
TX,Texas,San Augustine,48405,"7,833",43.5,20.9,39.2
TX,Texas,Henderson,48213,"86,158",35.4,14.5,30.1
AL,Alabama,Pickens,01107,"18,688",48.0,18.0,34.8
LA,Louisiana,Iberville,22047,"29,617",43.0,16.5,34.3
TX,Texas,Rusk,48401,"53,079",37.5,13.9,29.8
NE,Nebraska,Nemaha,31127,"7,076",40.7,11.7,29.6
FL,Florida,Lee,12071,"834,573",30.4,14.5,26.6
VA,Virginia,Grayson,51077,"15,285",41.1,17.5,33.9
TX,Texas,Bee,48025,"30,850",39.2,13.9,32.9
CO,Colorado,Conejos,08021,"7,521",30.3,13.8,26.0
AR,Arkansas,Pope,05115,"64,593",44.6,12.7,33.7
WI,Wisconsin,Wood,55141,"73,939",40.0,12.6,28.2
WI,Wisconsin,Kewaunee,55061,"20,690",41.3,12.1,28.3
ID,Idaho,Teton,16081,"12,549",32.0,9.2,19.0
AR,Arkansas,Hot Spring,05059,"33,258",37.1,13.9,34.4
IA,Iowa,Poweshiek,19157,"18,453",40.5,11.4,25.8
IL,Illinois,Clinton,17027,"36,785",40.2,11.3,22.2
NV,Nevada,Humboldt,32013,"17,136",36.2,11.5,26.8
IN,Indiana,Wabash,18169,"30,670",38.1,13.8,26.7
TX,Texas,Howard,48227,"30,554",38.4,13.7,32.1
GA,Georgia,Clinch,13065,"6,746",41.9,17.3,35.6
LA,Louisiana,Assumption,22007,"20,160",38.4,16.7,35.2
GA,Georgia,Peach,13225,"28,805",39.3,14.9,29.3
WV,West Virginia,Doddridge,54017,"7,680",41.0,16.4,34.6
KS,Kansas,Wallace,20199,"1,509",36.6,13.7,29.9
WI,Wisconsin,Dane,55025,"575,347",32.4,8.2,20.5
WI,Wisconsin,Menominee,55078,"4,226",45.4,18.2,36.8
WV,West Virginia,Marshall,54051,"29,405",37.5,16.4,33.3
IA,Iowa,Monona,19133,"8,493",42.2,13.1,28.3
MN,Minnesota,Washington,27163,"278,936",32.5,10.3,19.1
AZ,Arizona,Santa Cruz,04023,"49,158",34.2,15.5,31.4
FL,Florida,Calhoun,12013,"13,470",40.0,15.2,32.7
MO,Missouri,Platte,29165,"111,940",37.0,10.0,22.8
GA,Georgia,Johnson,13167,"9,282",43.5,18.0,35.7
TN,Tennessee,Grundy,47061,"13,955",40.6,16.5,33.0
MO,Missouri,Bollinger,29017,"10,544",39.3,14.1,34.7
UT,Utah,Sevier,49041,"22,344",36.4,10.5,21.0
NE,Nebraska,Douglas,31055,"589,540",36.9,9.8,22.1
IA,Iowa,Webster,19187,"36,485",41.2,11.8,27.6
MN,Minnesota,Clay,27027,"66,258",32.9,9.3,21.7
LA,Louisiana,St. Helena,22091,"10,774",42.7,19.8,39.2
WY,Wyoming,Washakie,56043,"7,710",33.3,13.7,30.2
VA,Virginia,Mathews,51115,"8,514",35.1,15.2,26.1
ND,North Dakota,Nelson,38063,"2,991",39.6,12.4,23.8
GA,Georgia,Miller,13201,"5,747",41.8,17.8,34.4
MN,Minnesota,Martin,27091,"19,657",36.3,13.0,28.7
AR,Arkansas,Cleveland,05025,"7,378",42.4,15.0,34.6
NC,North Carolina,Person,37145,"39,737",38.8,14.9,28.4
NC,North Carolina,Johnston,37101,"241,955",35.1,11.6,23.6
CA,California,San Joaquin,06077,"800,965",30.7,12.3,26.1
NE,Nebraska,Banner,31007,674,38.5,13.1,27.2
WV,West Virginia,Clay,54015,"7,783",41.9,18.8,39.1
SC,South Carolina,Barnwell,45011,"20,447",44.2,19.4,36.2
FL,Florida,Franklin,12037,"12,594",32.3,15.3,29.4
MI,Michigan,Montmorency,26119,"9,678",38.6,16.5,29.8
KS,Kansas,Jefferson,20087,"18,327",34.7,11.3,25.3
AK,Alaska,Haines,02100,"2,070",34.0,10.8,20.1
ID,Idaho,Adams,16003,"4,903",34.2,13.9,28.0
IN,Indiana,Morgan,18109,"73,227",37.8,13.4,24.4
TX,Texas,Cherokee,48073,"52,217",35.7,14.7,31.8
VA,Virginia,Bedford,51019,"81,525",36.9,13.5,26.5
ME,Maine,Franklin,23007,"30,828",34.6,11.3,25.2
WI,Wisconsin,Pepin,55091,"7,441",36.6,12.4,27.8
NE,Nebraska,Stanton,31167,"5,856",39.8,11.5,27.5
CA,California,Contra Costa,06013,"1,155,025",28.0,11.3,23.7
MS,Mississippi,Prentiss,28117,"25,135",40.5,13.9,34.0
GA,Georgia,Warren,13301,"5,106",43.5,20.2,37.0
IL,Illinois,Perry,17145,"20,503",40.7,13.2,27.1
VA,Virginia,King and Queen,51097,"6,720",40.7,17.0,29.8
KS,Kansas,Cheyenne,20023,"2,636",38.0,14.8,33.5
IL,Illinois,Tazewell,17179,"129,541",36.3,11.2,22.4
SD,South Dakota,Sanborn,46111,"2,399",36.3,12.6,25.5
GA,Georgia,Lee,13177,"33,872",39.2,11.8,23.4
MS,Mississippi,Grenada,28043,"21,065",46.1,17.6,37.0
WV,West Virginia,Jackson,54035,"27,593",42.8,17.2,34.5
TN,Tennessee,Franklin,47051,"44,654",35.0,13.9,28.8
OH,Ohio,Highland,39071,"43,614",41.3,14.7,32.7
IL,Illinois,Kankakee,17091,"105,940",39.8,13.0,25.0
MS,Mississippi,Clarke,28023,"15,228",38.6,17.8,35.7
OH,Ohio,Butler,39017,"393,043",39.0,12.5,27.8
OK,Oklahoma,Pushmataha,40127,"10,800",39.1,17.7,39.6
OR,Oregon,Union,41061,"25,944",35.8,12.2,21.7
GA,Georgia,Toombs,13279,"27,040",40.6,15.5,32.9
NY,New York,Delaware,36025,"44,410",32.8,12.5,28.6
IL,Illinois,Jefferson,17081,"36,320",39.8,13.0,25.2
MO,Missouri,Scott,29201,"37,889",38.1,13.4,36.3
NE,Nebraska,Holt,31089,"10,093",38.4,12.9,29.4
GA,Georgia,Mitchell,13205,"21,114",45.1,18.4,34.9
TX,Texas,Gonzales,48177,"19,930",39.4,16.0,35.8
WV,West Virginia,Putnam,54079,"56,962",38.3,14.1,28.6
